elevation,slope,aspect,curvature,geology,rainfall_1h,rainfall_24h,rainfall_72h,rainfall_intensity,temperature,humidity,soil_moisture,insar_velocity_mm_yr,sar_deformation_flag,landslide
518.6,15.57,79.6,-0.01092,MCT zone,0.25,2.61,2.61,0.0975,21.4,73.3,28.7,-1.94,0,0
4543.8,34.68,272.8,2.8904,GHS paro,0.4,0.79,9.35,0.5053,-9.0,41.6,16.6,-0.97,0,0
1866.9,6.86,163.9,0.45938,GHS paro,9.19,50.38,137.83,0.1824,16.0,88.6,60.0,-8.71,1,0
3642.9,24.55,126.3,0.22249,GHS paro,1.77,17.85,56.31,0.0992,4.2,74.9,54.7,-2.59,0,0
4534.4,36.56,198.3,0.20137,GHS paro,4.87,34.41,127.09,0.1415,-7.3,84.4,71.4,-1.94,0,0
2707.0,24.74,329.6,0.58847,Lingtse,12.69,141.05,395.77,0.09,2.5,91.1,80.7,-15.55,1,1
1092.3,41.68,175.5,-0.35756,LHS Daling,0.05,0.28,8.43,0.1689,15.4,53.3,38.2,-1.32,0,0
1847.3,50.31,113.0,-0.18639,GHS paro,1.01,3.13,6.06,0.3219,19.4,70.6,25.1,-0.17,0,0
331.0,9.11,114.9,0.29684,Lingtse,6.09,23.88,58.52,0.2548,20.2,76.5,62.6,-12.43,1,0
2707.0,24.74,329.6,0.58847,Lingtse,5.37,22.31,45.17,0.2407,5.7,70.9,47.5,-5.47,0,0
2413.3,15.75,50.7,0.22002,LHS Daling,0.97,0.97,12.95,1.0,9.6,70.9,15.6,-0.11,0,0
1706.2,6.79,265.7,-0.52473,GHS paro,15.13,125.01,335.54,0.1211,6.2,90.2,95.9,-2.28,0,0
1196.3,44.52,182.3,-0.23283,LHS Daling,47.32,219.23,564.2,0.2158,10.1,93.1,88.8,-14.36,1,1
3648.8,5.95,287.1,-0.32728,LHS Daling,12.12,130.85,293.51,0.0926,1.0,86.3,80.0,-3.72,0,1
514.0,26.94,132.2,-1.02869,LHS Daling,0.74,2.5,5.41,0.2974,15.8,50.6,44.7,-0.26,0,0
2925.0,45.82,188.1,1.92397,GHS paro,7.36,91.39,199.06,0.0806,2.4,77.8,73.6,-5.06,0,0
1131.0,9.8,123.1,0.65337,Lingtse,0.35,11.0,11.0,0.0317,13.8,50.5,34.1,-1.59,0,0
2307.4,8.64,314.3,-0.59156,LHS Daling,8.64,32.99,92.76,0.2618,5.1,70.1,53.2,-2.45,0,0
4521.2,38.66,226.7,0.80585,GHS paro,1.17,3.28,3.28,0.3557,1.1,50.0,30.4,-2.37,0,0
960.7,44.81,330.4,1.55507,LHS Daling,15.09,161.01,455.01,0.0937,14.5,86.9,75.8,-24.03,1,1
3645.7,19.75,195.0,0.38268,GHS paro,7.45,41.66,70.86,0.1787,0.1,79.5,70.6,1.95,0,0
2424.8,24.06,12.1,0.44221,LHS Daling,1.13,6.62,6.95,0.1706,6.3,59.4,22.7,-2.4,0,0
1592.3,32.8,219.0,-0.74065,LHS Daling,0.48,12.1,48.04,0.0394,16.8,81.0,52.6,-0.2,0,0
970.8,55.82,177.1,-1.0098,LHS Daling,0.79,8.66,17.97,0.0909,25.5,73.9,35.5,-0.92,0,0
508.3,5.35,162.9,-0.08985,Lingtse,44.28,188.37,476.25,0.2351,13.7,93.8,82.3,-22.33,1,1
723.6,24.67,209.0,-0.6372,LHS Daling,6.24,27.18,88.2,0.2296,20.6,73.5,61.9,-3.96,0,0
1024.5,7.52,182.1,0.6378,MCT zone,0.81,0.81,5.88,1.0,14.4,63.7,34.2,-1.84,0,0
694.0,11.83,263.1,-0.1975,GHS paro,7.81,38.1,107.26,0.205,18.5,75.3,49.2,-14.46,1,0
3784.0,6.33,181.0,0.1386,LHS Daling,0.04,0.69,11.96,0.0556,-3.6,53.1,37.0,-3.73,0,0
3264.7,20.86,235.6,0.18657,GHS paro,11.56,32.27,65.06,0.3581,2.2,71.7,48.7,-5.22,0,0
1448.0,39.24,225.0,-0.89461,LHS Daling,0.98,1.11,4.56,0.8887,11.9,72.7,19.6,-1.45,0,0
2596.5,49.8,148.5,1.2339,GHS paro,0.13,2.09,17.38,0.0626,6.7,48.8,36.6,-1.16,0,0
1549.6,16.99,21.7,-0.12893,LHS Daling,0.2,0.2,9.77,0.9743,16.3,51.5,26.8,-3.73,0,0
1404.7,20.24,103.3,0.4355,MCT zone,0.16,0.47,12.73,0.3456,19.8,62.1,42.0,-1.9,0,0
2672.3,22.09,267.7,0.74164,LHS Daling,0.68,2.77,13.4,0.2446,8.7,61.6,22.0,-7.68,1,0
4363.8,44.32,318.6,0.64903,GHS paro,10.18,128.66,373.28,0.0792,-6.5,88.8,94.2,-18.05,1,1
2901.2,21.22,59.1,0.41211,LHS Daling,0.32,2.66,10.77,0.119,8.2,57.3,43.8,-2.22,0,0
3484.8,17.25,291.4,-0.17498,Sedimentary/Alluvium,0.09,1.32,2.9,0.0678,8.3,72.0,38.4,-1.76,0,0
880.1,10.81,355.2,0.41198,LHS Daling,0.01,1.67,6.16,0.0052,21.0,69.4,37.8,-0.49,0,0
677.3,40.47,148.8,-0.46498,LHS Daling,8.92,83.44,142.17,0.1069,16.9,77.7,48.9,-11.71,1,1
4434.3,34.58,201.2,1.01787,GHS paro,0.26,2.99,17.67,0.0863,3.0,61.7,29.4,-0.08,0,0
913.6,43.27,181.3,1.51673,Lingtse,3.27,34.66,65.94,0.0943,11.1,91.1,60.0,-6.96,1,0
706.5,19.64,96.7,0.28324,LHS Daling,4.79,25.85,83.75,0.1852,18.4,79.1,73.8,-4.83,0,0
3458.6,20.25,13.2,-0.28736,MCT zone,13.96,47.77,160.67,0.2923,3.5,89.3,64.6,-3.23,0,0
1896.8,19.51,329.3,-0.24055,GHS paro,5.68,24.67,102.11,0.2302,11.6,82.1,61.0,-3.03,0,0
2582.8,21.97,143.0,0.1315,LHS Daling,2.01,2.01,4.32,1.0,14.6,44.5,15.1,-1.91,0,0
3758.1,25.24,93.4,0.06774,LHS Daling,13.69,135.59,470.12,0.101,-6.4,95.4,89.3,-13.79,1,1
1733.7,24.21,65.3,-0.282,LHS Daling,0.13,7.79,9.86,0.0162,14.2,68.6,42.0,-1.49,0,0
2120.6,7.12,184.6,0.00851,GHS paro,23.64,114.05,462.65,0.2072,8.0,93.8,79.1,-15.58,1,1
410.2,34.47,166.5,-0.766,LHS,16.25,162.74,343.26,0.0998,11.5,94.3,75.8,-14.01,1,1
1501.1,5.11,310.2,-0.07412,MCT zone,2.66,43.36,106.25,0.0613,15.9,84.3,50.6,-8.92,1,0
421.3,18.09,108.5,-0.79928,Lingtse,7.37,24.54,85.01,0.3004,15.6,71.2,71.7,-2.5,0,0
3076.0,15.17,3.5,-0.42701,Sedimentary/Alluvium,6.55,42.76,130.73,0.1532,8.4,82.7,63.9,-4.47,0,0
1958.3,21.46,82.8,-0.14681,Sedimentary/Alluvium,2.09,3.14,3.68,0.6655,16.8,73.0,28.3,-0.8,0,0
1370.2,30.81,207.5,0.10393,LHS Daling,0.88,5.43,32.1,0.1615,22.8,48.7,21.4,-0.21,0,0
2010.9,31.86,153.4,-0.62111,MCT zone,6.41,40.89,90.64,0.1568,9.4,78.8,65.3,-3.41,0,0
1924.3,16.66,223.5,0.49077,LHS Daling,0.13,4.7,4.7,0.0277,10.7,42.2,25.8,-1.53,0,0
2396.0,42.12,182.1,-0.13427,GHS paro,0.26,5.06,21.84,0.0506,10.3,45.1,35.1,-0.97,0,0
4600.4,28.89,267.9,3.68008,GHS paro,2.38,2.38,24.98,1.0,-2.1,61.3,41.8,-2.57,0,0
396.4,11.66,147.4,0.49444,LHS Daling,11.09,149.89,467.08,0.074,16.9,85.9,96.1,-6.4,0,1
1371.8,32.76,97.9,-0.21167,GHS paro,29.78,143.35,461.39,0.2077,14.0,93.0,87.2,-5.25,1,1
1899.7,41.84,108.5,-2.08298,GHS paro,0.77,11.83,11.83,0.0655,11.5,56.6,22.7,-1.19,0,0
1940.7,16.4,303.1,-0.1397,Sedimentary/Alluvium,30.83,159.66,407.68,0.1931,12.2,91.0,76.8,-13.52,1,1
3838.4,44.36,20.6,1.27298,GHS paro,0.09,6.54,6.54,0.0141,0.0,65.2,43.3,0.11,0,0
1372.1,11.83,257.8,-0.03531,LHS Daling,4.71,27.33,65.73,0.1724,17.4,87.3,63.6,-1.64,0,0
2633.1,17.32,197.1,0.33625,MCT zone,0.39,1.03,18.71,0.3755,11.9,66.9,28.7,-0.16,0,0
4504.1,38.3,297.0,1.32715,GHS paro,0.2,2.66,2.66,0.0768,0.3,66.6,27.3,-6.33,1,0
1541.7,23.42,346.0,0.54566,MCT zone,5.94,32.28,110.98,0.184,14.1,75.5,59.3,-3.02,0,1
1990.9,31.95,132.0,1.15464,GHS paro,3.36,15.07,52.93,0.2232,10.0,86.2,65.9,-13.7,1,0
3626.9,18.3,287.0,0.12854,MCT zone,0.16,19.29,19.29,0.0082,-2.8,44.3,19.5,-1.65,0,0
1555.5,16.46,349.6,0.7304,GHS paro,15.92,149.42,417.54,0.1065,7.8,91.1,79.0,-29.86,1,0
2950.6,17.47,257.1,-0.84874,LHS Daling,1.96,13.13,13.13,0.1495,0.7,61.8,15.2,-0.3,0,0
2307.4,8.64,314.3,-0.59156,LHS Daling,8.29,143.11,349.56,0.0579,5.8,94.6,74.6,-16.07,1,1
1614.0,34.31,151.7,-2.86202,MCT zone,1.02,1.93,12.99,0.5288,14.0,51.7,29.6,-1.85,0,0
1620.6,25.21,235.9,0.28895,LHS Daling,22.61,128.27,317.61,0.1763,7.6,92.5,93.3,-6.49,0,1
3682.5,5.78,239.4,-0.00365,GHS paro,0.43,7.5,7.5,0.0573,5.3,70.7,43.2,-2.5,0,0
1420.2,41.49,147.2,-0.96479,LHS Daling,0.14,0.77,4.17,0.1817,15.8,45.7,39.9,-1.88,0,0
1620.6,25.21,235.9,0.28895,LHS Daling,15.26,56.32,120.06,0.271,16.5,73.4,56.1,-6.07,0,0
2052.2,20.85,225.9,0.37114,MCT zone,0.71,4.03,14.66,0.1766,17.6,56.4,39.6,-2.73,0,0
775.7,35.73,164.5,-1.12607,LHS Daling,0.06,0.14,15.39,0.422,20.8,64.1,15.4,-1.3,0,0
2582.8,21.97,143.0,0.1315,LHS Daling,4.07,23.7,72.06,0.1717,8.8,88.7,47.1,-2.54,0,0
912.1,22.48,28.9,0.24541,GHS paro,0.51,1.95,1.95,0.2606,26.3,45.4,29.9,-2.03,0,0
2011.1,18.08,59.9,0.00414,GHS paro,35.83,216.63,539.03,0.1654,8.4,87.3,88.0,-4.82,0,1
2196.0,12.1,199.5,-0.11611,MCT zone,0.63,3.0,3.27,0.2095,7.8,69.3,43.1,-1.81,0,0
1491.4,18.65,329.1,0.3354,GHS paro,0.76,48.01,116.53,0.0158,8.1,82.4,51.6,-8.61,1,0
731.8,28.4,176.9,-0.54656,LHS Daling,9.12,44.7,77.06,0.2041,16.5,70.2,59.0,-2.75,0,0
1044.3,7.93,92.8,-0.58575,Lingtse,4.37,18.8,81.47,0.2326,10.8,74.5,61.4,-4.22,0,0
1587.3,12.91,280.7,0.12927,Sedimentary/Alluvium,2.94,17.25,52.81,0.1706,14.5,70.7,63.8,-9.64,1,0
2089.5,5.97,130.0,-0.46805,LHS Daling,0.03,3.73,3.73,0.0073,8.8,44.5,23.3,-2.86,0,0
612.5,11.0,31.3,0.69079,LHS Daling,28.92,177.92,572.39,0.1626,19.3,94.8,82.3,-4.22,0,1
3087.6,44.99,215.2,2.39679,GHS paro,0.42,4.75,14.23,0.0884,11.6,44.0,36.1,-1.52,0,0
1985.4,54.87,128.5,-1.27634,GHS paro,11.59,73.92,147.17,0.1567,8.4,82.2,69.6,-3.42,0,0
343.4,10.9,206.8,-0.13946,GHS paro,3.18,39.77,115.99,0.0801,25.8,78.4,56.4,-3.44,0,0
1366.6,24.36,334.6,0.19082,LHS Daling,11.91,213.04,441.89,0.0559,10.8,93.7,80.8,-13.0,1,1
2703.1,9.76,63.5,-0.38734,LHS Daling,0.92,2.02,18.54,0.4565,8.6,73.0,23.8,-2.42,0,0
1775.3,49.84,114.2,-1.22783,GHS paro,11.66,46.74,101.84,0.2495,12.3,74.4,59.9,-8.12,1,1
2086.5,8.42,14.2,-0.35392,GHS paro,54.49,293.67,667.12,0.1855,10.0,89.4,94.3,-25.85,1,1
1967.7,30.88,229.9,-0.71852,LHS Daling,6.73,72.43,356.52,0.0929,10.1,96.1,77.7,-6.8,0,1
2158.3,22.07,24.2,-0.39935,GHS paro,0.2,8.5,8.5,0.023,5.5,59.6,20.8,-1.32,0,0
2940.5,35.12,296.9,0.51653,GHS paro,52.49,263.26,638.0,0.1994,-1.9,91.1,78.5,0.55,0,0
3376.4,21.19,50.1,-0.07627,GHS paro,5.91,30.92,99.54,0.1911,4.8,75.6,63.2,-4.62,0,0
1404.7,20.24,103.3,0.4355,MCT zone,16.87,94.18,306.13,0.1791,14.1,86.1,83.4,-9.52,1,1
1327.2,11.32,218.4,-0.12993,Sedimentary/Alluvium,8.11,103.76,293.72,0.0782,13.4,95.9,95.5,-13.78,1,0
1268.9,13.97,327.0,0.55028,GHS paro,0.51,1.12,25.47,0.4598,16.0,57.4,21.4,-3.59,0,0
1146.8,12.37,356.8,0.15988,Sedimentary/Alluvium,2.48,20.37,126.6,0.1215,21.0,82.2,52.8,-4.0,0,0
2048.9,29.48,161.3,0.3555,LHS Daling,4.9,26.79,107.56,0.1828,9.6,79.8,47.3,-1.82,0,0
2038.1,44.47,259.7,2.3606,GHS paro,0.35,4.6,26.87,0.0755,15.6,46.9,31.8,-0.28,0,0
1868.8,56.15,145.2,1.91233,GHS paro,4.42,26.02,66.26,0.1699,10.3,79.2,69.3,-12.62,1,1
1179.2,42.4,198.5,-0.0306,LHS Daling,0.09,1.6,16.18,0.0582,24.5,43.1,39.6,-4.74,0,0
1146.6,12.65,172.8,-0.26726,MCT zone,21.55,156.68,504.08,0.1375,14.7,87.3,89.3,-2.43,0,1
514.0,26.94,132.2,-1.02869,LHS Daling,11.97,132.85,431.84,0.0901,15.0,95.4,92.6,-6.02,0,1
1190.4,21.96,249.8,0.47579,LHS Daling,0.61,44.25,123.06,0.0138,14.2,87.4,59.6,-11.03,1,0
2285.7,37.34,138.3,3.16493,LHS Daling,1.34,22.61,91.03,0.0593,12.1,90.4,73.2,-2.81,0,0
4415.4,32.31,241.6,1.99083,GHS paro,0.35,6.43,14.76,0.0538,2.2,74.7,38.6,-1.27,0,0
3733.5,20.5,178.4,0.00122,LHS Daling,6.62,45.3,95.31,0.1461,1.0,88.4,58.8,-3.91,0,0
3423.8,11.6,89.5,0.08044,Lingtse,12.05,146.89,420.28,0.0821,-1.6,97.5,93.0,-5.89,1,1
3359.8,10.03,302.0,0.22556,GHS paro,16.11,78.55,278.39,0.205,-0.1,98.0,75.6,-17.11,1,0
4038.5,46.59,145.2,1.20862,GHS paro,26.12,134.56,337.33,0.1941,-8.5,97.7,91.2,-13.57,1,1
466.3,42.07,133.8,0.21731,LHS Daling,0.72,2.24,2.47,0.3201,23.6,60.5,18.8,0.09,0,0
1991.9,16.64,247.8,0.17478,Sedimentary/Alluvium,2.92,19.24,94.71,0.152,5.4,81.9,68.0,-4.09,0,0
2937.0,22.1,23.5,-0.14613,GHS paro,27.22,181.34,491.66,0.1501,4.5,86.3,72.3,-18.39,1,1
1349.3,13.47,79.5,-0.50172,Lingtse,2.65,6.06,6.06,0.437,10.4,61.0,26.1,-1.45,0,0
1002.8,36.56,206.9,-0.306,LHS Daling,0.34,5.7,14.64,0.0602,14.5,55.1,18.8,-1.9,0,0
1864.9,44.53,135.3,-1.82738,LHS Daling,0.64,6.41,15.79,0.0996,8.8,54.2,37.4,-1.17,0,0
3048.2,24.94,132.7,-1.16854,Sedimentary/Alluvium,19.98,121.59,460.12,0.1643,-3.3,87.4,91.8,-16.58,1,1
3138.9,7.69,331.5,-0.1931,GHS paro,13.95,66.51,185.16,0.2098,0.4,84.6,72.6,-4.84,0,0
2194.9,19.74,42.4,0.03273,GHS paro,0.24,3.87,31.44,0.0624,16.4,56.2,35.1,-2.61,0,0
3264.7,20.86,235.6,0.18657,GHS paro,0.49,0.49,13.25,1.0,5.2,63.2,36.6,-1.68,0,0
1196.3,44.52,182.3,-0.23283,LHS Daling,0.37,4.32,10.35,0.0847,13.7,42.7,27.7,-2.15,0,0
2902.6,21.88,82.5,0.64548,Lingtse,0.2,0.24,3.9,0.8215,12.8,57.5,40.5,-5.91,1,0
3458.6,20.25,13.2,-0.28736,MCT zone,10.23,41.02,129.69,0.2494,4.8,81.4,67.5,-1.3,0,0
1588.9,54.01,167.9,-0.09,LHS,0.49,5.81,6.72,0.0835,10.6,43.0,29.7,-3.08,0,0
2006.7,21.87,221.7,0.21466,Lingtse,25.7,103.42,477.5,0.2485,9.8,92.9,96.3,-23.1,1,1
1268.9,13.97,327.0,0.55028,GHS paro,1.26,8.87,8.87,0.1422,16.9,55.5,27.4,-0.2,0,0
936.4,44.18,175.8,-1.40828,LHS Daling,32.11,166.59,535.3,0.1928,14.1,96.2,75.2,-5.87,0,1
2187.3,27.79,106.0,-0.62155,GHS paro,0.09,3.48,13.09,0.0253,15.3,62.3,38.7,-1.34,0,0
2814.2,15.47,293.3,-0.00915,GHS paro,8.67,28.87,66.74,0.3004,-0.5,81.2,53.0,-4.61,0,0
3288.9,18.34,249.2,0.04783,Sedimentary/Alluvium,0.83,2.32,8.24,0.3583,10.3,64.9,32.6,-0.76,0,0
2260.4,32.41,154.6,-1.15349,MCT zone,11.69,55.14,127.64,0.212,10.0,73.3,63.0,-5.96,0,0
4077.5,41.88,151.5,-0.12041,GHS paro,4.94,26.9,80.47,0.1837,-6.0,79.3,51.4,-3.54,0,0
1322.8,16.48,91.7,-0.14498,LHS Daling,29.43,185.71,496.35,0.1584,14.0,98.2,95.2,-8.07,0,1
1332.6,8.39,188.8,-0.33414,MCT zone,0.5,6.8,6.8,0.0731,18.4,74.8,18.4,-1.96,0,0
2124.5,25.04,273.0,0.36543,Lingtse,0.72,6.38,25.91,0.113,14.1,45.1,25.7,-3.06,0,0
1097.1,14.22,238.9,-0.37573,Lingtse,0.1,2.6,12.81,0.0382,21.4,70.0,41.4,-0.49,0,0
3603.0,9.44,18.7,-0.40262,MCT zone,2.22,34.22,98.38,0.0648,3.4,90.7,69.1,-17.6,1,1
1846.5,23.5,127.5,-1.19452,GHS paro,6.9,37.26,106.97,0.1851,16.7,78.7,67.5,-1.71,0,0
949.2,39.32,182.6,-1.91231,LHS Daling,0.02,1.29,16.07,0.0119,20.9,61.7,41.7,-1.98,0,0
2023.1,5.86,33.0,-0.72079,MCT zone,0.76,0.94,5.64,0.8109,19.6,51.0,39.8,-1.84,0,0
1854.2,21.17,186.8,0.55608,MCT zone,4.8,26.64,78.0,0.18,14.5,70.7,73.9,-7.66,0,0
860.1,17.92,312.6,0.92773,MCT zone,4.4,34.73,84.63,0.1266,17.8,89.3,61.0,-1.44,0,0
4624.7,34.99,200.9,-0.00597,GHS paro,10.84,67.6,116.92,0.1604,-0.7,75.2,55.9,-3.14,0,0
3423.1,21.2,141.3,0.29105,LHS Daling,2.71,32.18,105.81,0.0842,5.1,73.6,49.9,-2.17,0,0
2402.3,23.3,54.0,0.16877,GHS paro,0.1,10.02,24.84,0.0095,7.1,43.0,15.9,-2.3,0,0
1910.7,32.14,34.7,-1.09438,LHS Daling,2.99,3.07,3.07,0.9725,9.9,45.5,35.2,-1.93,0,0
1533.9,49.24,151.4,0.93384,GHS paro,13.77,65.97,156.52,0.2087,10.1,91.4,71.1,-3.42,0,0
2051.4,10.9,237.0,-0.00135,GHS paro,2.81,48.14,114.35,0.0583,3.9,84.3,68.6,-3.49,0,0
3609.3,24.43,253.5,-0.52109,GHS paro,13.36,51.7,112.6,0.2583,-0.8,80.3,53.0,-3.25,0,0
1037.5,25.19,310.3,0.86292,LHS Daling,21.83,170.31,397.67,0.1282,9.1,94.9,75.0,-17.58,1,1
2280.5,40.07,201.8,-4.03133,GHS paro,0.37,2.33,15.08,0.1567,10.6,68.8,27.8,-0.78,0,0
3245.1,17.57,85.4,0.16967,GHS paro,14.08,197.41,524.08,0.0713,-2.4,88.2,87.3,-8.61,1,0
532.6,23.84,169.9,0.35797,LHS Daling,0.21,5.41,13.96,0.0385,28.4,66.2,44.6,-2.03,0,0
1712.4,47.63,212.2,-1.87086,MCT zone,3.75,40.32,102.59,0.0931,15.5,82.1,56.8,-2.37,0,0
1704.5,29.77,186.6,1.09413,LHS Daling,12.31,110.52,285.94,0.1114,8.9,94.4,73.0,-18.74,1,1
677.3,40.47,148.8,-0.46498,LHS Daling,1.05,6.81,37.32,0.1543,27.4,60.6,32.6,-1.16,0,0
2049.6,57.86,121.7,-0.47711,GHS paro,5.88,34.21,98.78,0.1718,14.5,73.8,65.9,-0.88,0,0
3444.1,39.43,119.9,0.03141,GHS paro,0.25,8.18,8.18,0.0301,-2.0,72.7,40.9,-2.73,0,0
3460.1,5.12,239.5,-0.10362,Lingtse,1.32,3.42,8.25,0.3855,10.2,45.0,44.7,-0.64,0,0
1658.0,7.04,50.4,0.05669,Sedimentary/Alluvium,6.55,26.62,73.4,0.2462,7.8,85.8,50.9,-15.55,1,0
3568.3,29.36,174.5,0.3584,GHS paro,8.0,40.21,81.23,0.199,-4.9,87.9,47.0,-5.26,0,0
2729.5,14.07,349.0,-0.19327,Lingtse,7.64,59.08,136.63,0.1293,5.7,71.0,50.9,-0.92,0,0
735.3,13.71,247.6,0.6645,LHS Daling,19.22,102.28,405.47,0.1879,11.3,92.5,83.5,-26.15,1,1
1199.4,41.33,95.5,-1.01232,GHS paro,8.07,36.66,70.69,0.2202,12.9,73.0,71.6,-2.93,0,0
2280.5,40.07,201.8,-4.03133,GHS paro,8.51,42.83,93.12,0.1986,8.9,85.3,71.0,-9.62,1,0
960.7,44.81,330.4,1.55507,LHS Daling,0.25,4.3,18.68,0.0579,17.5,65.2,43.8,-3.43,0,0
3196.3,15.32,66.6,-0.2185,LHS Daling,0.09,0.3,5.78,0.2951,10.2,59.4,34.0,-2.64,0,0
2369.9,31.17,146.9,1.2542,GHS paro,0.75,1.49,7.87,0.507,12.7,50.9,31.4,-1.67,0,0
2437.7,13.77,55.2,-0.43851,Lingtse,0.41,4.38,8.78,0.0925,15.6,42.1,20.5,-1.58,0,0
2158.3,22.07,24.2,-0.39935,GHS paro,12.83,84.53,300.35,0.1518,10.0,97.7,85.0,-22.33,1,1
1658.0,7.04,50.4,0.05669,Sedimentary/Alluvium,1.01,22.6,70.17,0.0448,13.5,76.9,51.5,-4.45,0,0
3669.7,15.33,348.5,-0.94517,GHS paro,25.31,154.12,453.72,0.1642,-5.9,93.1,73.4,-5.46,0,0
3061.4,20.68,237.2,1.03188,Sedimentary/Alluvium,0.91,3.05,3.05,0.2971,10.9,73.1,16.7,-3.17,0,0
4356.8,35.52,274.2,2.66859,GHS paro,17.7,117.68,334.45,0.1504,-5.2,87.6,72.6,-19.35,1,1
2350.5,6.21,340.1,0.26515,MCT zone,15.22,46.79,118.42,0.3254,5.9,88.1,63.2,-1.88,0,0
2420.2,24.49,321.4,0.0304,LHS Daling,1.2,3.65,8.02,0.3297,7.0,66.8,25.4,-1.0,0,0
2090.5,45.44,120.8,-3.32635,GHS paro,0.37,5.43,5.43,0.0684,12.7,43.7,21.2,-2.41,0,0
1532.8,51.78,159.0,-2.6892,LHS Daling,0.65,5.02,5.02,0.1299,15.2,52.9,36.0,-1.08,0,0
2582.8,21.97,143.0,0.1315,LHS Daling,28.02,160.87,420.54,0.1742,7.5,92.7,95.5,-6.4,0,1
1491.4,18.65,329.1,0.3354,GHS paro,0.11,0.11,3.06,1.0,11.7,54.5,18.5,-1.35,0,0
1781.5,29.2,56.9,-1.41839,Lingtse,7.75,58.7,125.41,0.1321,12.1,80.5,69.2,-1.54,0,0
1448.0,39.24,225.0,-0.89461,LHS Daling,0.01,9.78,10.49,0.0007,16.1,59.6,44.3,-0.73,0,0
315.3,5.91,29.2,-0.61026,LHS Daling,1.14,1.93,17.03,0.5926,27.5,74.8,21.2,-2.17,0,0
568.0,26.27,106.1,-2.45376,LHS Daling,5.65,40.34,91.82,0.1401,22.3,88.0,74.8,-2.36,0,0
2541.7,14.42,154.0,0.32629,GHS paro,26.81,244.38,607.57,0.1097,7.4,92.0,73.3,-16.62,1,1
1919.5,28.94,138.8,-0.85848,GHS paro,3.99,31.68,131.33,0.1261,10.6,90.2,56.1,-10.01,1,0
4577.2,33.45,209.4,0.71176,GHS paro,3.35,26.04,103.46,0.1286,-7.8,88.8,48.4,-3.3,0,0
694.0,11.83,263.1,-0.1975,GHS paro,0.05,3.37,4.75,0.0163,16.1,61.6,30.4,-0.92,0,0
1986.9,28.24,139.0,0.91919,LHS Daling,19.78,228.18,570.95,0.0867,5.8,96.4,72.6,-22.61,1,1
4138.7,23.02,329.4,0.95295,GHS paro,14.15,106.68,295.32,0.1326,-10.0,98.6,78.7,-7.65,0,0
1930.3,44.79,106.3,-1.31599,LHS Daling,0.07,6.48,12.53,0.0102,14.9,50.8,34.7,1.14,0,0
1368.6,17.85,294.1,-0.49031,LHS Daling,0.63,0.63,0.85,1.0,15.5,46.7,23.9,-0.64,0,0
1814.6,24.96,306.2,-0.06807,LHS Daling,0.26,3.48,8.8,0.0737,9.7,64.7,29.4,-0.23,0,0
3600.1,42.45,163.5,2.90804,Lingtse,5.96,34.84,79.79,0.1711,4.2,82.3,58.3,-1.76,0,0
2442.5,42.96,162.8,0.7309,MCT zone,0.23,5.27,5.27,0.0443,4.1,43.9,26.0,-2.77,0,0
839.5,21.71,207.5,-0.03956,LHS Daling,1.27,25.94,70.73,0.0488,22.5,82.7,67.9,-4.87,0,0
2396.4,23.63,326.3,0.44327,LHS Daling,0.82,8.05,46.91,0.1015,8.1,66.9,42.9,-1.48,0,0
1868.8,56.15,145.2,1.91233,GHS paro,0.47,0.47,0.75,1.0,9.7,41.9,24.6,-2.24,0,0
531.0,21.94,7.7,-0.30272,MCT zone,0.49,3.62,13.59,0.1347,21.5,54.3,20.6,-2.59,0,0
3219.5,11.7,250.7,-0.27109,LHS Daling,4.17,18.98,65.79,0.2195,4.4,72.0,73.7,-3.46,0,0
787.0,36.35,198.1,2.7504,LHS Daling,3.97,47.71,176.19,0.0831,18.5,82.6,56.6,-2.67,0,0
1382.8,16.25,143.3,-0.44144,Lingtse,3.81,27.52,88.3,0.1385,16.2,91.8,58.4,-3.52,0,0
4356.8,35.52,274.2,2.66859,GHS paro,0.35,0.58,1.28,0.6051,-6.6,69.1,36.2,0.07,0,0
4594.7,28.52,325.7,1.47376,GHS paro,4.94,19.14,56.33,0.258,-4.7,78.0,47.0,-3.21,0,0
564.6,10.42,66.8,-0.40389,LHS Daling,9.79,35.71,99.46,0.274,18.3,74.6,58.0,-12.23,1,0
2307.4,8.64,314.3,-0.59156,LHS Daling,0.07,0.96,20.63,0.0722,7.6,40.7,40.6,-2.78,0,0
2580.7,22.27,182.7,-0.38378,LHS Daling,2.34,36.39,122.82,0.0644,11.1,89.8,68.9,-9.71,1,0
1482.4,52.64,196.0,-2.07792,MCT zone,5.78,47.13,103.57,0.1226,8.7,85.6,46.1,-1.54,0,0
800.2,27.94,223.6,0.2088,LHS Daling,62.77,278.48,567.79,0.2254,10.0,91.4,95.8,-21.7,1,1
3703.2,46.05,322.5,3.31722,GHS paro,18.85,113.66,414.66,0.1659,-4.2,93.5,74.9,-21.8,1,1
2260.4,32.41,154.6,-1.15349,MCT zone,6.16,26.67,73.06,0.2309,13.5,87.7,53.6,-1.08,0,0
698.4,6.08,162.3,0.40903,Sedimentary/Alluvium,0.18,5.81,16.1,0.0305,24.6,52.4,42.7,-0.59,0,0
