rainfall_mm_1h,rainfall_mm_24h,rainfall_mm_72h,soil_moisture_pct,sar_deformation_flag,insar_velocity_mm_yr,landslide_triggered
3.58,11.78,54.8,36.15,0,-2.96,0
0.71,35.48,91.24,48.54,0,-0.81,0
4.27,27.99,74.65,45.7,0,-4.04,0
4.28,35.73,54.0,38.0,0,-0.82,0
1.51,28.26,79.53,41.82,0,-3.81,0
2.31,40.64,61.94,50.65,0,-3.18,0
6.26,118.07,261.03,67.63,1,-7.81,1
2.59,15.45,53.51,47.59,0,-1.61,0
3.37,23.96,63.8,40.95,0,-4.35,0
1.86,9.94,73.84,49.45,0,-1.04,0
0.57,44.08,81.42,34.4,0,-3.31,0
21.87,125.8,192.65,56.81,1,-25.61,1
2.65,52.79,130.11,50.85,1,-14.75,1
1.44,89.96,286.32,62.5,1,-9.92,1
4.38,35.34,119.48,53.02,0,-4.21,0
3.39,14.65,55.0,41.43,1,-22.31,0
0.93,12.75,22.77,28.14,0,-2.56,0
7.33,24.43,65.02,40.61,0,-0.85,0
0.26,39.18,57.49,45.41,0,-1.15,0
3.26,14.11,55.13,44.09,0,-1.07,0
2.27,27.98,74.67,54.06,0,-1.15,0
1.34,5.77,19.95,34.4,0,-2.25,0
6.13,28.82,81.7,54.72,0,-3.93,1
3.74,17.91,72.28,38.44,0,-0.3,0
4.99,35.21,88.38,51.28,1,-22.86,0
1.87,8.95,77.61,50.39,0,-2.77,0
9.99,59.75,94.16,51.61,0,-3.92,0
1.48,27.17,54.95,36.27,0,-1.48,0
2.65,84.44,174.6,59.18,1,-19.56,0
9.49,83.91,195.2,57.26,0,-1.81,0
0.3,18.14,104.83,53.54,0,-1.46,0
0.4,33.41,64.84,43.86,0,-3.2,0
18.02,92.36,192.65,56.05,0,-3.02,1
12.44,73.07,113.85,63.19,1,-21.35,1
5.17,38.14,79.79,43.25,0,-4.15,0
2.32,20.6,164.45,58.19,1,-14.77,0
2.47,35.79,94.1,51.93,0,-2.52,0
1.04,11.96,16.4,30.15,0,-1.0,0
1.98,15.25,23.83,39.81,1,-16.52,0
1.98,14.72,73.47,50.2,0,-2.74,0
0.13,41.4,98.24,41.33,0,-4.15,0
2.11,15.67,53.96,45.15,0,-2.48,0
2.29,20.53,89.55,57.37,0,-4.22,0
3.84,62.34,153.59,52.07,0,-1.33,0
2.54,8.07,27.74,28.44,0,-0.57,1
6.92,87.37,184.78,56.83,0,-3.62,0
1.6,52.09,101.47,50.04,0,-3.98,0
1.85,20.49,74.06,46.15,0,-2.13,0
2.97,30.02,64.6,49.48,0,-0.64,0
0.79,97.84,155.44,52.57,1,-24.69,0
1.75,26.15,107.98,53.7,0,-0.47,0
4.06,24.85,67.31,48.62,0,-2.09,0
1.86,48.62,124.88,53.56,0,-1.21,0
8.3,34.52,83.46,44.44,0,-2.19,0
3.34,25.32,59.43,37.43,0,-2.3,0
0.58,44.46,65.49,36.74,1,-8.26,0
2.34,18.73,69.63,37.85,0,-2.87,0
5.07,56.53,126.62,45.19,0,-3.12,0
3.61,32.73,124.98,60.68,0,-1.9,0
7.58,53.83,106.45,49.95,1,-13.48,0
4.85,19.59,53.57,52.19,0,-1.78,1
0.22,11.97,38.5,40.2,0,-0.5,0
0.42,9.53,15.57,23.64,0,-1.58,0
3.67,19.12,31.99,35.59,0,-1.06,0
0.95,12.22,29.21,38.9,0,-1.45,0
3.1,16.23,101.56,51.77,0,-3.27,1
5.5,76.85,241.55,59.56,0,-4.45,0
3.01,26.5,78.66,51.22,0,-4.17,0
1.88,18.37,46.98,35.21,0,-3.73,0
3.64,32.24,72.64,46.6,0,-3.37,0
0.54,114.25,172.17,61.35,1,-20.34,1
4.5,42.85,157.17,54.31,0,-3.43,0
4.18,44.34,125.83,55.62,0,-2.23,0
2.53,13.91,65.34,43.74,0,-2.79,0
1.14,17.67,47.29,41.53,0,-1.51,0
5.59,34.03,89.09,50.5,1,-14.64,1
2.5,35.09,109.44,49.74,0,-1.72,0
0.21,9.15,13.25,37.4,0,-1.94,0
8.78,75.61,177.35,59.07,0,-3.35,1
5.11,34.81,129.18,56.26,0,-3.89,0
3.08,21.03,64.03,49.8,0,-4.34,0
2.01,19.22,52.35,44.65,0,-1.71,0
11.26,45.12,127.2,48.54,0,-4.32,0
5.22,15.65,34.85,40.98,0,-3.64,0
2.68,22.52,54.01,43.33,0,-0.33,0
3.71,37.06,65.47,40.9,0,-2.76,0
1.15,26.59,120.85,58.3,0,-1.77,0
0.76,15.02,27.08,29.98,0,-0.35,0
1.12,19.28,45.29,37.31,0,-2.49,0
1.21,20.31,49.95,39.06,0,-2.71,0
4.71,36.55,67.21,38.37,0,-1.28,0
0.53,4.76,36.58,37.76,0,-4.24,0
5.26,38.45,168.83,53.83,0,-2.82,0
2.59,11.79,51.81,42.72,0,-0.96,0
1.7,22.26,39.79,47.33,0,-3.3,0
1.25,33.25,68.33,44.76,0,-2.35,0
2.52,30.26,44.79,42.36,0,-2.23,0
1.34,10.7,35.71,37.52,0,-3.79,0
1.96,11.97,26.5,33.37,0,-0.79,0
4.7,24.13,78.36,50.38,0,-2.31,0
3.44,25.43,44.98,35.3,0,-3.56,0
4.82,27.74,38.05,43.22,1,-6.23,0
4.37,29.93,120.39,48.68,0,-0.22,0
5.91,46.01,138.85,61.24,0,-3.59,1
0.79,11.79,22.53,31.86,0,-4.26,0
18.63,78.1,145.27,51.0,0,-3.23,0
2.26,27.38,94.81,49.78,0,-3.97,0
4.43,38.0,90.84,40.83,0,-1.75,0
3.96,66.31,191.19,53.42,0,-1.71,1
2.92,12.22,38.41,40.71,0,-1.58,0
19.17,63.03,127.17,59.18,0,-3.36,0
0.86,28.15,39.74,35.74,0,-4.25,0
1.92,16.82,48.98,47.32,0,-4.01,0
0.48,88.28,253.29,60.25,0,-0.85,0
0.7,7.38,52.97,42.75,0,-2.89,0
4.37,18.34,93.81,50.08,0,-4.48,0
0.02,17.79,32.84,44.47,0,-1.47,0
7.72,26.56,94.8,53.7,0,-2.93,0
3.51,18.4,70.74,44.38,0,-4.1,0
2.04,61.15,132.44,66.03,1,-21.9,1
1.41,5.75,23.76,33.81,0,-1.58,0
0.47,16.38,54.46,42.25,0,-0.6,0
8.91,46.27,134.71,55.75,1,-7.82,0
4.36,27.58,62.82,41.8,0,-4.27,0
1.44,11.44,29.79,42.86,0,-2.38,0
0.26,3.64,34.35,36.76,1,-24.77,0
1.38,7.79,47.64,43.87,0,-3.91,0
0.71,91.46,167.35,43.32,0,-2.03,1
5.4,42.56,103.11,51.07,1,-14.52,1
4.45,47.09,94.05,47.48,0,-1.87,0
2.41,8.69,51.74,41.93,0,-1.82,0
7.6,39.32,100.71,44.31,0,-1.01,0
0.7,21.55,53.86,41.12,0,-0.58,0
2.1,31.63,87.95,49.18,0,-4.01,0
4.34,26.64,54.52,40.4,0,-0.98,0
0.25,11.2,32.01,39.57,0,-0.47,0
1.63,16.37,37.87,38.51,0,-2.7,0
2.97,14.11,34.38,40.43,0,-2.55,0
1.6,35.64,85.23,52.72,1,-16.32,0
2.29,12.2,123.95,58.23,0,-2.21,0
3.28,22.05,47.99,38.8,0,-0.81,0
1.61,30.04,112.09,49.58,0,-0.29,0
0.39,2.16,27.14,43.17,0,-0.4,0
0.53,31.66,55.41,37.78,0,-4.26,0
2.62,55.95,131.32,51.64,0,-2.49,1
0.67,4.55,41.17,38.24,0,-1.92,0
7.72,61.49,146.46,50.95,0,-1.97,0
6.29,36.74,89.0,48.99,1,-22.14,0
1.5,5.41,18.0,38.25,0,-1.82,0
6.22,57.67,191.36,49.24,0,-3.62,0
2.67,27.16,55.34,39.78,1,-9.39,0
0.61,22.37,77.85,47.24,0,-1.78,0
3.33,45.51,108.55,58.95,0,-4.22,0
3.98,22.01,57.22,35.29,0,-1.32,0
0.31,24.23,66.36,48.93,0,-3.04,0
1.32,32.3,92.6,48.14,0,-1.77,0
0.02,3.75,17.37,32.77,0,-2.23,0
1.33,69.25,171.53,63.5,0,-0.39,0
1.43,15.25,60.47,42.77,0,-0.92,0
3.48,43.64,104.05,50.38,0,-0.64,0
0.78,31.08,72.63,46.41,0,-3.83,0
0.11,14.32,79.78,47.97,0,-4.34,0
1.33,8.64,60.14,37.92,0,-0.49,0
6.11,24.32,49.73,41.92,0,-0.53,0
1.78,9.9,50.05,43.36,0,-2.57,0
1.88,24.43,78.43,38.67,0,-2.37,0
2.22,14.72,44.25,44.14,0,-3.0,0
4.88,36.98,76.62,51.01,1,-25.58,0
2.29,17.83,34.81,38.63,0,-3.63,0
0.34,1.33,22.43,26.94,0,-0.84,0
0.81,11.2,61.87,40.47,0,-0.36,0
0.73,21.14,102.53,38.71,0,-4.02,0
2.48,37.61,114.01,50.01,0,-2.22,0
0.11,1.21,19.35,28.07,0,-4.38,0
1.17,11.92,104.16,50.22,0,-2.49,0
3.27,97.97,243.6,66.86,1,-6.78,0
1.53,10.24,31.07,33.8,0,-2.88,0
4.31,42.54,153.31,57.91,1,-25.22,0
1.74,23.53,40.8,38.52,0,-1.29,0
13.56,81.4,112.51,47.1,0,-4.09,0
11.77,51.34,137.58,61.42,0,-1.11,0
5.63,99.85,266.21,67.05,1,-25.11,1
10.81,84.99,185.44,52.85,0,-2.39,0
0.8,26.05,80.57,49.34,0,-2.96,0
4.86,28.26,76.11,45.31,0,-0.2,0
1.36,14.76,64.52,46.79,1,-9.04,0
4.52,27.56,59.62,36.55,0,-1.92,0
1.64,17.37,120.94,50.87,0,-3.92,0
1.2,54.98,165.23,58.63,0,-3.81,1
11.16,59.16,151.15,50.22,0,-4.1,0
0.82,11.9,84.28,48.99,0,-3.82,0
4.97,25.31,90.19,46.92,0,-3.58,0
3.93,22.18,47.55,40.83,0,-3.89,0
1.27,6.83,82.3,52.47,1,-25.77,1
2.15,16.61,125.56,66.66,1,-22.67,0
0.54,15.47,34.33,37.63,0,-3.14,0
8.89,62.79,124.48,52.06,1,-21.13,0
12.06,79.24,178.08,67.51,1,-22.79,1
4.61,25.87,61.76,49.36,0,-1.09,0
6.63,59.81,95.16,58.21,0,-4.26,0
0.3,23.65,45.73,41.37,0,-3.47,0
1.7,13.22,106.45,54.94,0,-3.28,0
1.41,8.82,53.65,42.24,0,-3.48,0
2.91,46.45,133.75,54.27,1,-21.59,0
0.71,17.5,124.48,53.56,0,-0.3,0
2.9,14.84,36.96,40.03,0,-1.29,0
3.72,17.14,64.04,44.51,0,-4.31,0
0.5,31.94,67.31,51.71,0,-1.44,0
0.49,23.67,56.75,45.54,0,-3.52,0
0.13,58.41,125.64,54.14,0,-2.03,1
5.01,34.66,53.99,42.87,0,-4.1,0
1.41,6.28,14.38,28.76,0,-2.6,0
0.89,28.89,84.19,42.25,0,-2.92,0
5.27,25.4,124.57,58.02,0,-1.23,1
0.54,10.4,26.09,39.8,0,-0.45,0
1.95,10.39,34.35,31.71,0,-3.45,0
4.78,28.69,68.02,39.47,0,-0.49,0
2.99,45.91,79.89,50.48,0,-3.3,0
